Course,Tee,Par,Scr,Slope,Holes
Forster-Tuncurry Golf Club (NSW),Green Women - Course:Tuncurry,73,72,124,18
Forster-Tuncurry Golf Club (NSW),Red Women - Course:Tuncurry,73,73,128,18
Fox Hills Golf Club Ltd (NSW),Blue Men - Holes:10-18,34,35,127,9
Fox Hills Golf Club Ltd (NSW),White Men - Holes:10-18,34,33.5,123,9
Fox Hills Golf Club Ltd (NSW),Blue Men - Holes:1-9,35,34.5,135,9
Fox Hills Golf Club Ltd (NSW),White Men - Holes:1-9,35,34,124,9
Fox Hills Golf Club Ltd (NSW),Red Women - Holes:1-9,36,36.5,136,9
Fox Hills Golf Club Ltd (NSW),Red Women - Holes:10-18,36,37,128,9
Fox Hills Golf Club Ltd (NSW),Yellow Women - Holes:1-9,36,36,136,9
Fox Hills Golf Club Ltd (NSW),Yellow Women - Holes:10-18,36,35,117,9
Fox Hills Golf Club Ltd (NSW),Blue Men,69,69,131,18
Fox Hills Golf Club Ltd (NSW),Men Temp - Course:Blue,69,69,129,18
Fox Hills Golf Club Ltd (NSW),Men Temp - Course:White,69,67,122,18
Fox Hills Golf Club Ltd (NSW),White Men,69,67,124,18
Fox Hills Golf Club Ltd (NSW),Red Women,72,74,132,18
Fox Hills Golf Club Ltd (NSW),Women Temp - Course:Red,72,72,130,18
Fox Hills Golf Club Ltd (NSW),Women Temp - Course:Yellow,72,70,124,18
Fox Hills Golf Club Ltd (NSW),Yellow Women,72,71,126,18
Frederickton Golf Club (NSW),Red Women - Holes:1-9,33,34.5,111,9
Frederickton Golf Club (NSW),Red Women - Holes:10-18,33,34.5,111,9
Frederickton Golf Club (NSW),White Men - Holes:1-9,33,32.5,117,9
Frederickton Golf Club (NSW),White Men - Holes:10-18,33,32.5,117,9
Frederickton Golf Club (NSW),Red Women,66,69,111,18
Frederickton Golf Club (NSW),White Men,66,65,117,18
Ganmain Golf Club (NSW),Red Women - Holes:1-9,36,36.5,118,9
Ganmain Golf Club (NSW),Red Women - Holes:10-18,36,36.5,118,9
Ganmain Golf Club (NSW),White Men - Holes:1-9,36,35.5,114,9
Ganmain Golf Club (NSW),White Men - Holes:10-18,36,35.5,114,9
Ganmain Golf Club (NSW),Red Women,72,72,118,18
Ganmain Golf Club (NSW),White Men,72,70,114,18
Georges River Golf Club (NSW),Blue Men - Holes:10-18,34,34.5,116,9
Georges River Golf Club (NSW),White Men - Holes:10-18,34,33.5,113,9
Georges River Golf Club (NSW),Red Women - Holes:10-18,35,35,124,9
Georges River Golf Club (NSW),Blue Men - Holes:1-9,36,35,116,9
Georges River Golf Club (NSW),Red Women - Holes:1-9,36,35.5,114,9
Georges River Golf Club (NSW),White Men - Holes:1-9,36,34,116,9
Georges River Golf Club (NSW),Blue Men,70,70,116,18
Georges River Golf Club (NSW),White Men,70,67,115,18
Georges River Golf Club (NSW),Red Women,71,71,119,18
Gerringong Golf Club Inc (NSW),Yellow Women - Holes:1-9,34,34,120,9
Gerringong Golf Club Inc (NSW),White Men - Holes:1-9,35,34.5,123,9
Gerringong Golf Club Inc (NSW),White Men - Holes:10-18,35,34,124,9
Gerringong Golf Club Inc (NSW),Yellow Women - Holes:10-18,35,34.5,117,9
Gerringong Golf Club Inc (NSW),Blue Men - Holes:1-9,36,35,128,9
Gerringong Golf Club Inc (NSW),Blue Men - Holes:10-18,36,35.5,127,9
Gerringong Golf Club Inc (NSW),Red Women - Holes:10-18,36,38,127,9
Gerringong Golf Club Inc (NSW),Red Women - Holes:1-9,37,36.5,128,9
Gerringong Golf Club Inc (NSW),Yellow Women,69,68,119,18
Gerringong Golf Club Inc (NSW),White Men,70,69,124,18
Gerringong Golf Club Inc (NSW),Blue Men,72,71,128,18
Gerringong Golf Club Inc (NSW),Red Women,73,75,128,18
Gibraltar Country Club (NSW),Blue Men - Holes:10-18,34,32.5,108,9
Gibraltar Country Club (NSW),Red Women - Holes:10-18,34,34,120,9
Gibraltar Country Club (NSW),White Men - Holes:10-18,34,32,110,9
Gibraltar Country Club (NSW),Blue Men - Holes:1-9,35,34,121,9
Gibraltar Country Club (NSW),White Men - Holes:1-9,35,33.5,116,9
Gibraltar Country Club (NSW),Red Women - Holes:1-9,36,36,129,9
Gibraltar Country Club (NSW),Blue Men,69,67,115,18
Gibraltar Country Club (NSW),Men TEMP,69,67,115,18
Gibraltar Country Club (NSW),White Men,69,66,113,18
Gibraltar Country Club (NSW),Red Women,70,70,125,18
Gilgandra Golf Club (NSW),White Men - Holes:1-9,34,33,97,9
Gilgandra Golf Club (NSW),White Men - Holes:10-18,34,33,99,9
Gilgandra Golf Club (NSW),Red Women - Holes:1-9,36,35.5,106,9
Gilgandra Golf Club (NSW),Red Women - Holes:10-18,36,35,105,9
Gilgandra Golf Club (NSW),White Men,68,66,98,18
Gilgandra Golf Club (NSW),Red Women,72,70,106,18
Glen Innes Golf Club (NSW),Red Women - Holes:10-18,35,35,111,9
Glen Innes Golf Club (NSW),White Men - Holes:10-18,35,34.5,116,9
Glen Innes Golf Club (NSW),Red Women - Holes:1-9,36,36.5,120,9
Glen Innes Golf Club (NSW),White Men - Holes:1-9,36,34.5,110,9
Glen Innes Golf Club (NSW),Red Women,71,72,116,18
Glen Innes Golf Club (NSW),White Men,71,69,113,18
Glenmore Heritage Valley Golf Club (NSW),Red Women - Holes:19 - 27,33,32.5,112,9
Glenmore Heritage Valley Golf Club (NSW),White Men - Holes:19 - 27,33,31.5,113,9
Glenmore Heritage Valley Golf Club (NSW),Blue Men - Holes:1-9,36,37.5,141,9
Glenmore Heritage Valley Golf Club (NSW),Blue Men - Holes:10-18,36,36.5,143,9
Glenmore Heritage Valley Golf Club (NSW),Pink Women - Holes:1-9,36,36,130,9
Glenmore Heritage Valley Golf Club (NSW),Pink Women - Holes:10-18,36,36.5,137,9
Glenmore Heritage Valley Golf Club (NSW),Red Men - Holes:1-9,36,34.5,133,9
Glenmore Heritage Valley Golf Club (NSW),Red Men - Holes:10-18,36,34.5,130,9
Glenmore Heritage Valley Golf Club (NSW),Red Women - Holes:1-9,36,37.5,137,9
Glenmore Heritage Valley Golf Club (NSW),Red Women - Holes:10-18,36,37,142,9
Glenmore Heritage Valley Golf Club (NSW),White Men - Holes:1-9,36,36,132,9
Glenmore Heritage Valley Golf Club (NSW),White Men - Holes:10-18,36,36,139,9
Glenmore Heritage Valley Golf Club (NSW),Men 10 - 27 - Course:White,69,68,128,18
Glenmore Heritage Valley Golf Club (NSW),White Men 19-27/1-9,69,69,129,18
Glenmore Heritage Valley Golf Club (NSW),Women 10 - 27 - Course:Red,69,70,125,18
Glenmore Heritage Valley Golf Club (NSW),Women 19-27/1-9 - Course:Red,69,70,124,18
Glenmore Heritage Valley Golf Club (NSW),Blue Men,72,74,142,18
Glenmore Heritage Valley Golf Club (NSW),Pink Women,72,73,134,18
Glenmore Heritage Valley Golf Club (NSW),Red Men,72,69,132,18
Glenmore Heritage Valley Golf Club (NSW),Red Women,72,75,140,18
Glenmore Heritage Valley Golf Club (NSW),White Men,72,72,136,18
Gloucester Country Club Ltd (NSW),Blue Men - Holes:1-9,36,36,128,9
Gloucester Country Club Ltd (NSW),Blue Men - Holes:10-18,36,36,124,9
Gloucester Country Club Ltd (NSW),Red Women - Holes:10-18,36,37,130,9
Gloucester Country Club Ltd (NSW),Red Women - Holes:1-9,37,37,122,9
Gloucester Country Club Ltd (NSW),Blue Men,72,72,126,18
Gloucester Country Club Ltd (NSW),Red Women,73,74,126,18
Goolgowi Golf Club (NSW),Red Women - Holes:1-9,36,36,114,9
Goolgowi Golf Club (NSW),Red Women - Holes:10-18,36,36,114,9
Goolgowi Golf Club (NSW),White Men - Holes:1-9,36,34.5,110,9
Goolgowi Golf Club (NSW),White Men - Holes:10-18,36,35,110,9
Goolgowi Golf Club (NSW),Red Women,72,70,114,18
Goolgowi Golf Club (NSW),White Men,72,69,111,18
Gordon Golf Club (NSW),Blue Men - Holes:10-18,32,31.5,104,9
Gordon Golf Club (NSW),Blue Men - Holes:1-9,33,33,109,9
Gordon Golf Club (NSW),Red Women - Holes:10-18,33,32.5,111,9
Gordon Golf Club (NSW),Red Women - Holes:1-9,34,34.5,114,9
Gordon Golf Club (NSW),Blue Men,65,64,107,18
Gordon Golf Club (NSW),Red Women,67,67,113,18
Gosford Golf Club (NSW),Blue Men - Holes:1-9,35,35,121,9
Gosford Golf Club (NSW),White Men - Holes:1-9,35,34.5,116,9
Gosford Golf Club (NSW),Blue Men - Holes:10-18,36,35,122,9
Gosford Golf Club (NSW),Red Women - Holes:1-9,36,36.5,124,9
Gosford Golf Club (NSW),White Men - Holes:10-18,36,34.5,115,9
Gosford Golf Club (NSW),Red Women - Holes:10-18,37,36.5,128,9
Gosford Golf Club (NSW),Men TEMP,69,68,117,18
Gosford Golf Club (NSW),Men TEMP - Course:White,69,67,111,18
Gosford Golf Club (NSW),Blue Men,71,70,122,18
Gosford Golf Club (NSW),White Men,71,69,116,18
Gosford Golf Club (NSW),Women TEMP - Course:Red,71,71,122,18
Gosford Golf Club (NSW),Red Women,73,73,126,18
Goulburn Golf Club (NSW),Blue Men - Holes:10-18,35,35,115,9
Goulburn Golf Club (NSW),White Men - Holes:10-18,35,34.5,114,9
Goulburn Golf Club (NSW),Yellow Men - Holes:10-18,35,34,115,9
Goulburn Golf Club (NSW),Blue Men - Holes:1-9,36,35.5,119,9
Goulburn Golf Club (NSW),Green Women - Holes:1-9,36,35.5,117,9
Goulburn Golf Club (NSW),Green Women - Holes:10-18,36,35.5,115,9
Goulburn Golf Club (NSW),Red Women - Holes:1-9,36,35.5,116,9
Goulburn Golf Club (NSW),Red Women - Holes:10-18,36,36,120,9
Goulburn Golf Club (NSW),White Men - Holes:1-9,36,35,118,9
Goulburn Golf Club (NSW),Yellow Men - Holes:1-9,36,34.5,115,9
Goulburn Golf Club (NSW),Blue Men,71,70,117,18
Goulburn Golf Club (NSW),White Men,71,70,116,18
Goulburn Golf Club (NSW),Yellow Men,71,69,115,18
Goulburn Golf Club (NSW),Green Women,72,71,116,18
Goulburn Golf Club (NSW),Red Women,72,72,118,18
Grafton District Golf Club (NSW),Blue Men - Holes:1-9,36,36,127,9
Grafton District Golf Club (NSW),Blue Men - Holes:10-18,36,35.5,125,9
Grafton District Golf Club (NSW),Red Women - Holes:1-9,36,36.5,126,9
Grafton District Golf Club (NSW),Red Women - Holes:10-18,36,37,127,9
Grafton District Golf Club (NSW),Blue Men,72,72,126,18
Grafton District Golf Club (NSW),Red Women,72,73,127,18
Grenfell Country Club (NSW),Red Women - Holes:1-9,34,35,111,9
Grenfell Country Club (NSW),Red Women - Holes:10-18,34,35,111,9
Grenfell Country Club (NSW),White Men - Holes:1-9,34,34,108,9
Grenfell Country Club (NSW),White Men - Holes:10-18,34,34,108,9
Grenfell Country Club (NSW),Red Women,68,68,112,18
Grenfell Country Club (NSW),White Men,68,67,108,18
Griffith Golf Club (NSW),Blue Men - Holes:10-18,35,35,118,9
Griffith Golf Club (NSW),Blue Men - Holes:1-9,36,35.5,123,9
Griffith Golf Club (NSW),Red Women - Holes:1-9,36,37,125,9
Griffith Golf Club (NSW),Red Women - Holes:10-18,36,36,118,9
Griffith Golf Club (NSW),Blue Men,71,71,121,18
Griffith Golf Club (NSW),Red Women,72,73,122,18
Grong Grong Golf Club (NSW),Red Women - Holes:1-9,36,37,120,9
Grong Grong Golf Club (NSW),Red Women - Holes:10-18,36,37,120,9
Grong Grong Golf Club (NSW),Yellow Men - Holes:1-9,36,36,115,9
Grong Grong Golf Club (NSW),Yellow Men - Holes:10-18,36,36,115,9
Grong Grong Golf Club (NSW),Red Women,72,73,120,18
Grong Grong Golf Club (NSW),Yellow Men,72,70,115,18
Gulgong Golf Club (NSW),Blue Men - Holes:1-9,33,32,105,9
Gulgong Golf Club (NSW),Blue Men - Holes:10-18,33,32,105,9
Gulgong Golf Club (NSW),Red Women - Holes:1-9,34,34.5,114,9
Gulgong Golf Club (NSW),Red Women - Holes:10-18,34,34.5,114,9
Gulgong Golf Club (NSW),Blue Men,66,64,105,18
Gulgong Golf Club (NSW),Red Women,68,69,114,18
Gundagai Services Golf Club (NSW),Red Women - Holes:1-9,34,34,114,9
Gundagai Services Golf Club (NSW),Blue Men - Holes:1-9,35,33.5,113,9
Gundagai Services Golf Club (NSW),Blue Men - Holes:10-18,35,35.5,112,9
Gundagai Services Golf Club (NSW),Red Women - Holes:10-18,36,37,127,9
Gundagai Services Golf Club (NSW),Blue Men,70,69,113,18
Gundagai Services Golf Club (NSW),Red Women,70,71,121,18
Gunnedah Golf Club (NSW),Blue Men - Holes:10-18,34,35,122,9
Gunnedah Golf Club (NSW),White Men - Holes:10-18,34,34.5,119,9
Gunnedah Golf Club (NSW),Blue Men - Holes:1-9,36,36,124,9
Gunnedah Golf Club (NSW),Red Women - Holes:10-18,36,37,128,9
Gunnedah Golf Club (NSW),White Men - Holes:1-9,36,35.5,117,9
Gunnedah Golf Club (NSW),Red Women - Holes:1-9,37,37,130,9
Gunnedah Golf Club (NSW),Blue Men,70,71,123,18
Gunnedah Golf Club (NSW),White Men,70,70,118,18
Gunnedah Golf Club (NSW),Red Women,73,73,128,18
Guyra Bowling & Recreation Club (NSW),Blue Men - Holes:1-9,36,35,112,9
Guyra Bowling & Recreation Club (NSW),Red Women - Holes:1-9,36,35,111,9
Guyra Bowling & Recreation Club (NSW),Blue Men - Holes:10-18,37,36,118,9
Guyra Bowling & Recreation Club (NSW),Red Women - Holes:10-18,37,36,116,9
Guyra Bowling & Recreation Club (NSW),Blue Men,73,71,115,18
Guyra Bowling & Recreation Club (NSW),Red Women,73,71,114,18
Harden Country Club (NSW),Blue Men - Course:Vets 10-18,35,33,105,9
Harden Country Club (NSW),White Men - Holes:10-18,35,33.5,107,9
Harden Country Club (NSW),Blue Men - Course:Vets 1-9,36,34,103,9
Harden Country Club (NSW),Red Women - Holes:10-18,36,34.5,108,9
Harden Country Club (NSW),White Men - Holes:1-9,36,34.5,104,9
Harden Country Club (NSW),Red Women - Holes:1-9,38,36,110,9
Harden Country Club (NSW),Blue Men - Course:Vets,71,67,104,18
Harden Country Club (NSW),White Men,71,68,106,18
Harden Country Club (NSW),Red Women,74,71,109,18
Harrington Waters Golf Club (NSW),Blue/Black Men - Holes:1-9,36,36,133,9
Harrington Waters Golf Club (NSW),Blue/Black Men - Holes:10-18,36,36,135,9
Harrington Waters Golf Club (NSW),Red/Yellow Women - Holes:1-9,36,36.5,128,9
Harrington Waters Golf Club (NSW),Red/Yellow Women - Holes:10-18,37,36.5,129,9
Harrington Waters Golf Club (NSW),Blue/Black Men,72,72,134,18
Harrington Waters Golf Club (NSW),Red/Yellow Women,73,73,129,18
Hawks Nest Golf Club (NSW),Blue Men - Holes:1-9,36,36,129,9
Hawks Nest Golf Club (NSW),Blue Men - Holes:10-18,36,36,133,9
Hawks Nest Golf Club (NSW),Red Women - Holes:1-9,36,37,123,9
Hawks Nest Golf Club (NSW),Red Women - Holes:10-18,36,36.5,128,9
Hawks Nest Golf Club (NSW),White Men - Holes:1-9,36,35.5,127,9
Hawks Nest Golf Club (NSW),White Men - Holes:10-18,36,35.5,122,9
Hawks Nest Golf Club (NSW),Blue Men,72,72,131,18
Hawks Nest Golf Club (NSW),Red Women,72,74,126,18
Hawks Nest Golf Club (NSW),White Men,72,71,125,18
Hay Bowling and Golf Club (NSW),Red Women - Holes:1-9,36,36,115,9
Hay Bowling and Golf Club (NSW),White Men - Holes:1-9,36,35,114,9
Hay Bowling and Golf Club (NSW),White Men - Holes:10-18,36,35.5,114,9
Hay Bowling and Golf Club (NSW),Red Women - Holes:10-18,37,36,115,9
Hay Bowling and Golf Club (NSW),White Men,72,71,114,18
Hay Bowling and Golf Club (NSW),Red Women,73,72,115,18
Henbury Sport & Recreation Club Ltd (NSW),Blue Men - Holes:1-9,34,34.5,107,9
Henbury Sport & Recreation Club Ltd (NSW),Blue Men - Holes:10-18,36,36,114,9
Henbury Sport & Recreation Club Ltd (NSW),Red Women - Holes:1-9,36,36,110,9
Henbury Sport & Recreation Club Ltd (NSW),Red Women - Holes:10-18,36,36.5,114,9
Henbury Sport & Recreation Club Ltd (NSW),Blue Men,70,70,111,18
Henbury Sport & Recreation Club Ltd (NSW),Red Women,72,72,112,18
Henty Golf Club (NSW),Blue Men - Holes:1-9,35,34,108,9
Henty Golf Club (NSW),Blue Men - Holes:10-18,35,34,108,9
Henty Golf Club (NSW),Red Women - Holes:1-9,35,35.5,113,9
Henty Golf Club (NSW),Red Women - Holes:10-18,36,35.5,113,9
Henty Golf Club (NSW),Blue Men,70,67,108,18
Henty Golf Club (NSW),Red Women,71,69,113,18
Highlands Golf Club (NSW),Black Men - Holes:10-18,33,32.5,112,9
Highlands Golf Club (NSW),Blue Men - Holes:10-18,33,32,110,9
Highlands Golf Club (NSW),White Men - Holes:10-18,33,31.5,103,9
Highlands Golf Club (NSW),Red Women - Holes:10-18,34,33.5,116,9
Highlands Golf Club (NSW),Yellow Women - Holes:10-18,34,33,117,9
Highlands Golf Club (NSW),Black Men - Holes:1-9,37,37.5,124,9
Highlands Golf Club (NSW),Blue Men - Holes:1-9,37,36.5,125,9
Highlands Golf Club (NSW),Red Women - Holes:1-9,37,39.5,135,9
Highlands Golf Club (NSW),White Men - Holes:1-9,37,34,118,9
Highlands Golf Club (NSW),Yellow Women - Holes:1-9,37,37,122,9
Highlands Golf Club (NSW),Men Temp - Course:Black,69,69,119,18
Highlands Golf Club (NSW),Men Temp - Course:Blue,69,68,118,18
Highlands Golf Club (NSW),Black Men,70,70,119,18
Highlands Golf Club (NSW),Blue Men,70,69,118,18
Highlands Golf Club (NSW),White Men,70,66,111,18
Highlands Golf Club (NSW),Women Temp - Course:Red,70,72,126,18
Highlands Golf Club (NSW),Red Women,71,73,126,18
Highlands Golf Club (NSW),Yellow Women,71,70,121,18
HMAS Creswell Golf Club (NSW),Blue Men - Holes:1-9,32,32.5,113,9
HMAS Creswell Golf Club (NSW),Red Women - Holes:1-9,32,34,120,9
HMAS Creswell Golf Club (NSW),Blue Men - Holes:10-18,33,31.5,112,9
HMAS Creswell Golf Club (NSW),Red Women - Holes:10-18,33,34.5,119,9
HMAS Creswell Golf Club (NSW),Blue Men,66,64,113,18
HMAS Creswell Golf Club (NSW),Red Women,67,68,120,18
Holbrook Returned Servicemen's Golf Club (NSW),Blue Men - Holes:1-9,36,35.5,113,9
Holbrook Returned Servicemen's Golf Club (NSW),Blue Men - Holes:10-18,36,35.5,113,9
Holbrook Returned Servicemen's Golf Club (NSW),Red Men - Holes:1-9,36,33.5,106,9
Holbrook Returned Servicemen's Golf Club (NSW),Red Men - Holes:10-18,36,33.5,106,9
Holbrook Returned Servicemen's Golf Club (NSW),Red Women - Holes:1-9,36,36,116,9
Holbrook Returned Servicemen's Golf Club (NSW),Red Women - Holes:10-18,36,36,116,9
Holbrook Returned Servicemen's Golf Club (NSW),White Men - Holes:1-9,36,34.5,111,9
Holbrook Returned Servicemen's Golf Club (NSW),White Men - Holes:10-18,36,34.5,111,9
Holbrook Returned Servicemen's Golf Club (NSW),Blue Men,72,70,115,18
Holbrook Returned Servicemen's Golf Club (NSW),Red Men,72,67,106,18
Holbrook Returned Servicemen's Golf Club (NSW),Red Women,72,71,116,18
Holbrook Returned Servicemen's Golf Club (NSW),White Men,72,68,114,18
Horizons Golf Resort (NSW),Blue Men - Holes:1-9,36,37,138,9
Horizons Golf Resort (NSW),Blue Men - Holes:10-18,36,36,139,9
Horizons Golf Resort (NSW),White Men - Holes:1-9,36,36,133,9
Horizons Golf Resort (NSW),White Men - Holes:10-18,36,35.5,135,9
Horizons Golf Resort (NSW),Yellow Men - Holes:1-9,36,33.5,117,9
Horizons Golf Resort (NSW),Yellow Men - Holes:10-18,36,34,119,9
Horizons Golf Resort (NSW),Red Women - Holes:1-9,37,37.5,137,9
Horizons Golf Resort (NSW),Red Women - Holes:10-18,37,37.5,135,9
Horizons Golf Resort (NSW),Yellow Women - Holes:1-9,37,36,125,9
Horizons Golf Resort (NSW),Yellow Women - Holes:10-18,37,36.5,129,9
Horizons Golf Resort (NSW),Blue Men,72,73,139,18
Horizons Golf Resort (NSW),White Men,72,72,134,18
Horizons Golf Resort (NSW),Yellow Men,72,68,118,18
Horizons Golf Resort (NSW),Red Women,74,75,136,18
Horizons Golf Resort (NSW),Yellow Women,74,72,127,18
Howlong Country Golf Club (NSW),Blue Men - Holes:1-9,34,34,114,9
Howlong Country Golf Club (NSW),White Men - Holes:1-9,34,33.5,109,9
Howlong Country Golf Club (NSW),Blue Men - Holes:10-18,36,35,115,9
Howlong Country Golf Club (NSW),Red Women - Holes:1-9,36,35,117,9
Howlong Country Golf Club (NSW),Red Women - Holes:10-18,36,36.5,111,9
Howlong Country Golf Club (NSW),White Men - Holes:10-18,36,34.5,110,9
Howlong Country Golf Club (NSW),White Women - Holes:1-9,36,36,122,9
Howlong Country Golf Club (NSW),White Women - Holes:10-18,36,37.5,121,9
Howlong Country Golf Club (NSW),Blue Men,70,69,115,18
Howlong Country Golf Club (NSW),White Men,70,68,110,18
Howlong Country Golf Club (NSW),Red Women,72,71,114,18
Howlong Country Golf Club (NSW),White Women,72,73,122,18
Hunter Valley Golf & Country Club (NSW),Blue Men - Holes:1-9,34,34.5,115,9
Hunter Valley Golf & Country Club (NSW),Red Women - Holes:1-9,34,35,124,9
Hunter Valley Golf & Country Club (NSW),White Men - Holes:1-9,34,33.5,119,9
Hunter Valley Golf & Country Club (NSW),Blue Men - Holes:10-18,37,36.5,141,9
Hunter Valley Golf & Country Club (NSW),Red Women - Holes:10-18,37,37,132,9
Hunter Valley Golf & Country Club (NSW),White Men - Holes:10-18,37,35.5,133,9
Hunter Valley Golf & Country Club (NSW),Blue Men,71,71,128,18
Hunter Valley Golf & Country Club (NSW),Red Women,71,72,128,18
Hunter Valley Golf & Country Club (NSW),White Men,71,69,126,18
Hurstville Golf Club (NSW),Blue Men - Holes:10-18,33,32.5,105,9
Hurstville Golf Club (NSW),White Men - Holes:10-18,33,31.5,109,9
Hurstville Golf Club (NSW),Gold Women - Holes:10-18,34,33.5,109,9
Hurstville Golf Club (NSW),Red Women - Holes:10-18,34,33.5,109,9
Hurstville Golf Club (NSW),Blue Men - Holes:1-9,37,35.5,127,9
Hurstville Golf Club (NSW),White Men - Holes:1-9,37,35,119,9
Hurstville Golf Club (NSW),Gold Women - Holes:1-9,38,37.5,126,9
Hurstville Golf Club (NSW),Red Women - Holes:1-9,38,37.5,128,9
Hurstville Golf Club (NSW),Men Temp - Course:Blue,69,67,114,18
Hurstville Golf Club (NSW),Men Temp - Course:White,69,66,113,18
Hurstville Golf Club (NSW),Blue Men,70,68,116,18
Hurstville Golf Club (NSW),White Men,70,67,114,18
Hurstville Golf Club (NSW),Women Temp - Course:Gold,71,70,117,18
Hurstville Golf Club (NSW),Women Temp - Course:Red,71,70,118,18
Hurstville Golf Club (NSW),Gold Women,72,71,118,18
Hurstville Golf Club (NSW),Red Women,72,71,119,18
Iluka Golf Club Ltd (NSW),Blue Men - Holes:1-9,35,34,111,9
Iluka Golf Club Ltd (NSW),Blue Men - Holes:10-18,35,33.5,114,9
Iluka Golf Club Ltd (NSW),Red Women - Holes:10-18,35,35.5,112,9
Iluka Golf Club Ltd (NSW),Red Women - Holes:1-9,36,36,114,9
Iluka Golf Club Ltd (NSW),Blue Men,70,68,113,18
Iluka Golf Club Ltd (NSW),Red Women,71,72,113,18
